Phase,Barcode,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Experiment_ID,x,y
1.0,5742212V041H,0.2,2.9,600.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,426547ABM9WM,3.5,1.7,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,7424763OTWYG,5.2,6.3,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,76222218SET2,0.1,2.7,1425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,466625PBFUAZ,1.8,3.3,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,564211811C3N,5.9,1.1,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,744576C4J42E,6.8,0.4,600.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,714745XCA8GK,0.1,7.1,625.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,746471YCV5Y2,5.5,0.9,175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,752627ET1CCR,7.6,2.4,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,742714X0UDDT,6.9,4.7,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,544428GF7JLI,0.4,0.7,175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,727412RRN0LO,0.1,7.7,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,7181774R6R77,1.6,8.0,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,1548184UQFUL,0.2,0.6,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,2181184K5VG1,8.1,0.6,250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,227278BWSR59,7.9,0.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,581444NNQA1A,1.7,4.3,1075.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,248474BD2CXE,4.4,0.4,1000.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,242124YITA8D,4.0,8.1,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,842847MVQJEC,4.3,2.4,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,5227771IIVDC,0.3,0.1,1100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,425844ALOQS2,1.0,4.3,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,472415OZIDZS,8.1,0.4,1150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,554477VIX2MD,7.4,8.1,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,477821XCGC8V,0.1,4.6,1800.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,744478WGSUDH,0.1,6.8,800.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,425445EHKC7L,4.3,3.2,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,174427NTJ3I4,7.1,3.2,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,712247YXL7XZ,1.0,8.1,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,154224J97D4M,0.2,2.5,700.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,282224J5KF5V,3.0,0.4,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,285287QTWF4T,0.1,2.6,1400.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,8427278NKQLM,3.6,5.6,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,54457240T3DY,5.5,0.4,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,1482727LJ17P,2.3,1.5,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,1722523HWCNC,6.3,1.9,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,424442DCMLID,1.0,5.9,1400.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,741444EIJBXJ,2.9,6.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,748421GSKK81,0.2,4.8,625.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,154457GWJ5EQ,6.4,0.4,825.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
0.0,527882HE499I,1.3,0.4,650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R3,0.0,0.0
1.0,4177570GAB5Q,6.1,1.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,278657G6QRZI,0.1,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,1711424NSYDP,8.1,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,854847PNPSA1,0.1,0.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,458511HYX5NW,4.1,5.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,247724IHN3K5,0.5,4.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,474667R4ZTEU,8.1,4.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,5226862K0ATQ,3.3,0.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,484752QSHABZ,2.0,6.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,616211EI4PWO,6.5,0.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,468278T6GKIX,3.2,2.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,175851I3MBTU,4.3,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,574755CQ1VRS,3.4,5.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,46177735NFBV,3.4,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,765755H540IF,4.6,2.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,415462Q770Y7,1.8,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,4177873DQ76K,1.5,3.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,744712UEEW6C,8.1,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,754477V4Q6D8,0.8,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,215747JNMN47,4.5,1.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,572154EGI3Y4,0.9,5.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,21144729JZ4L,6.4,1.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,754541MCDJ8Y,2.7,2.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,757712BBFF3X,8.1,1.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,474272EE3C5K,8.1,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,55457861G9FB,1.2,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,774757VN06CK,1.4,1.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,115547Q2415V,1.0,4.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,887571QCHISM,4.7,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,754181FSO170,0.8,3.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,782572Y06OIS,6.4,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,145451Q0LD8Q,1.4,6.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,778575FM9AQY,1.4,6.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,887252705VAH,8.1,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,787478UJ579J,0.1,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,472882EYJWKD,4.1,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,572871UPO2KB,0.9,3.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,587854H8H2Y4,2.1,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,882428IP5C1L,6.1,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,157581NXVAJ0,0.1,2.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,278788KRVTWN,2.2,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,2718448B6C1M,1.4,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,787147OR6K8U,8.1,1.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,858785OAOG59,0.8,4.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,515474QJ8W8C,5.2,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,544575F0LABQ,0.3,1.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,778241L2X81F,1.4,6.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,518271W6SLXV,3.7,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,824845Y682Q6,0.6,2.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,715272FGTXE0,8.1,1.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,225885M0B7ME,1.7,8.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,7854440J0LBB,4.2,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,478187HJO7WT,1.1,5.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,4784752HHDAX,2.0,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,787547CDQ8QF,6.5,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,174147NCJGUZ,1.4,6.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,5774184BETVN,4.6,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,955774ZKZ15A,1.7,7.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,781477J3GPKZ,0.8,3.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,824541OH0N9J,1.6,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,295558PSK4P5,7.4,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,5452553XP3TB,1.2,5.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,957859J2JNSA,0.6,1.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,5752124Q1GRZ,3.1,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,885545REFXKP,1.3,5.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,4497178OVH5Z,7.1,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,9722845VA0UM,0.7,0.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,155744ZV1N13,3.7,0.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,725794CFFLU3,0.8,3.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,277441EN449M,1.7,7.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,541247BGY0BI,5.4,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,872459OJ8WGQ,2.3,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,594277FYVQQQ,0.9,3.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,591578PGB3NT,6.9,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,295552DXAZ3K,2.9,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,959517DY3CPY,1.6,7.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,581728W0C5GF,0.6,1.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,488999EIA8WG,5.2,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,547574566HXE,1.3,6.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,214884TNM2RO,1.7,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,755457WFCD57,6.7,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,581479HPVHNZ,1.5,6.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,475124LJZUA3,0.6,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,575759RH5RI9,0.9,3.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,1597553CSAWW,3.5,0.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,719744K65W0R,1.2,5.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,8227753KJM6X,0.7,2.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,257897KVVKXU,2.1,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,278450R9WL5D,1.1,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,600018SHQ8PI,6.6,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,247241VYWE5V,1.1,4.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,676474ARCP01,3.4,0.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,56720086NHSD,0.7,2.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,677741PA0NDH,5.1,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,478561GRUX21,2.2,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,427744Y5P47Q,0.6,1.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,254742CE2TDV,0.6,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,784458QS2J80,1.0,4.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,188174UFKIFH,2.8,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,8858448VQIA5,0.7,2.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,486757J1X96U,0.6,1.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,454024ZGSFYO,0.8,3.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,740804VXDVUC,0.9,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,70445788J5FC,0.6,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,574776VRWRC5,0.8,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,4418717DEDB4,4.3,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,86476634W2O3,0.6,1.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,248508W0HZNB,1.8,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,7702677HSQ7O,0.6,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,457784NOU5FS,1.2,0.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,426444K89LI9,0.6,0.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,7275778S2SWX,1.5,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,474674NMW1DJ,1.7,7.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,808677QKN7GO,8.0,1.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
0.0,6668718JWXXS,0.7,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,8768443XWAFV,0.6,1.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,41784542WFUQ,0.6,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,517544I66GVP,1.0,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,225158IOCVEE,0.6,1.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,448565FNC7BP,0.8,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R2,0.0,0.0
1.0,483879MEQOO5,6.1,2.2,275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,438704J7HBBA,0.1,8.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,417391LSDLH8,2.3,0.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,0309374NPEBE,8.1,6.0,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,7107030O91KT,0.1,7.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,8442421R6RGK,0.1,0.1,525.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,8027242FC7SL,8.1,8.1,550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,138402H4TNOS,8.1,0.1,1625.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,7122438EEC27,2.4,4.6,1125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,844003ZL5VRU,4.4,8.1,1650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,142448TSUZIE,4.5,6.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,813232O6UGAF,3.9,0.1,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,314337YLLQIV,0.1,3.8,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,813398EV6TNI,8.1,4.2,1075.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,174077M7U5F1,4.4,3.8,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,934193XS19N3,1.4,3.6,75.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,912144LSGC0T,0.4,8.1,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,837003AZSLKE,3.2,0.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,747371D5HW27,0.2,1.3,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,847232YF3P2U,8.1,5.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,182848GRNG6R,5.4,6.4,925.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,424224VCLQ40,8.1,0.1,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,033073VVJBKC,7.7,8.1,1400.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,234322CK69DL,7.5,2.8,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
